run_id,seed,model_id,feature_set,algorithm,n_features,cv_auc_roc,best_params_json,auc_roc,auc_pr,accuracy,precision,recall,specificity,f1,mcc,brier_score
15,57,Model_B_xgboost,B,xgboost,33,0.8527951027951027,"{""colsample_bytree"": 0.957304492883958, ""gamma"": 0.46280349511206786, ""learning_rate"": 0.03699078061932556, ""max_depth"": 9, ""min_child_weight"": 3, ""n_estimators"": 223, ""scale_pos_weight"": 4.816910100034836, ""subsample"": 0.969714735557119}",0.7747093023255814,0.674238033549738,0.6587301587301587,0.47368421052631576,0.675,0.6511627906976745,0.5567010309278351,0.30503639692413653,0.2152354722546337
16,58,Model_A_catboost,A,catboost,20,0.8845126747811312,"{""depth"": 8, ""iterations"": 498, ""l2_leaf_reg"": 6.362277731832039, ""learning_rate"": 0.19590339837270151}",0.8255813953488372,0.7090767180749532,0.7936507936507936,0.7333333333333333,0.55,0.9069767441860465,0.6285714285714286,0.4994328178392803,0.16882012169944205
16,58,Model_A_lightgbm,A,lightgbm,20,0.8598634773131417,"{""colsample_bytree"": 0.8898817080932204, ""learning_rate"": 0.21088955320891997, ""min_child_samples"": 24, ""n_estimators"": 157, ""num_leaves"": 87, ""reg_alpha"": 0.2695229557705394, ""reg_lambda"": 4.051250488659434, ""subsample"": 0.71205377468474}",0.8034883720930233,0.6802569538025139,0.7698412698412699,0.6571428571428571,0.575,0.8604651162790697,0.6133333333333333,0.4525617798484605,0.17293151748020902
16,58,Model_A_random_forest,A,random_forest,20,0.8806314057991909,"{""class_weight"": null, ""max_depth"": 5, ""min_samples_leaf"": 3, ""min_samples_split"": 18, ""n_estimators"": 166}",0.8625,0.7845748122955403,0.8095238095238095,0.66,0.825,0.8023255813953488,0.7333333333333333,0.5968709206862337,0.13926700834495503
16,58,Model_A_xgboost,A,xgboost,20,0.8521474494628857,"{""colsample_bytree"": 0.6315099987064643, ""gamma"": 0.4804934769839583, ""learning_rate"": 0.2688101511734996, ""max_depth"": 5, ""min_child_weight"": 1, ""n_estimators"": 490, ""scale_pos_weight"": 2.7106536398287857, ""subsample"": 0.7692733809186267}",0.8084302325581395,0.6651578036321517,0.746031746031746,0.6111111111111112,0.55,0.8372093023255814,0.5789473684210527,0.3989812608527221,0.18893806398735033
16,58,Model_B_catboost,B,catboost,33,0.8743850975394599,"{""depth"": 4, ""iterations"": 109, ""l2_leaf_reg"": 7.2702923748851935, ""learning_rate"": 0.1752540557748305}",0.8200581395348837,0.7244821485127141,0.8015873015873016,0.8,0.5,0.9418604651162791,0.6153846153846154,0.5157433957772213,0.15503113140034083
16,58,Model_B_lightgbm,B,lightgbm,33,0.8711669852609449,"{""colsample_bytree"": 0.8774059496945047, ""learning_rate"": 0.27830311662142215, ""min_child_samples"": 27, ""n_estimators"": 361, ""num_leaves"": 89, ""reg_alpha"": 3.0263330411310543, ""reg_lambda"": 3.1013502404670112, ""subsample"": 0.6336335386217079}",0.8046511627906977,0.7152042804140415,0.746031746031746,0.5909090909090909,0.65,0.7906976744186046,0.6190476190476191,0.43031522839924713,0.16853732350986017
16,58,Model_B_random_forest,B,random_forest,33,0.8551469642073669,"{""class_weight"": ""balanced"", ""max_depth"": 7, ""min_samples_leaf"": 9, ""min_samples_split"": 10, ""n_estimators"": 184}",0.8616279069767441,0.7756560348367268,0.7857142857142857,0.6140350877192983,0.875,0.7441860465116279,0.7216494845360825,0.5790797909522378,0.1645840667495826
16,58,Model_B_xgboost,B,xgboost,33,0.8570170583593402,"{""colsample_bytree"": 0.7379956493140116, ""gamma"": 0.04546837955430855, ""learning_rate"": 0.030502112893630032, ""max_depth"": 7, ""min_child_weight"": 2, ""n_estimators"": 287, ""scale_pos_weight"": 4.701829925975741, ""subsample"": 0.8432212314717459}",0.8093023255813954,0.7195894603342754,0.7142857142857143,0.5370370370370371,0.725,0.7093023255813954,0.6170212765957447,0.4085152260595443,0.18955826404797047
17,59,Model_A_catboost,A,catboost,20,0.8874993992443656,"{""depth"": 4, ""iterations"": 269, ""l2_leaf_reg"": 9.409435356662495, ""learning_rate"": 0.0100862943130548}",0.8694767441860465,0.7957749304304674,0.8412698412698413,0.75,0.75,0.8837209302325582,0.75,0.6337209302325582,0.12742826257891465
17,59,Model_A_lightgbm,A,lightgbm,20,0.8759904716280555,"{""colsample_bytree"": 0.7398493702376678, ""learning_rate"": 0.04807085989389476, ""min_child_samples"": 26, ""n_estimators"": 370, ""num_leaves"": 44, ""reg_alpha"": 4.545767025045813, ""reg_lambda"": 3.5614285144781794, ""subsample"": 0.6780859941704356}",0.8625,0.7869963987302319,0.8412698412698413,0.75,0.75,0.8837209302325582,0.75,0.6337209302325582,0.12914934643454745
17,59,Model_A_random_forest,A,random_forest,20,0.8713061280175374,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 15, ""min_samples_leaf"": 3, ""min_samples_split"": 9, ""n_estimators"": 302}",0.8688953488372093,0.8009775592776672,0.8253968253968254,0.7647058823529411,0.65,0.9069767441860465,0.7027027027027027,0.5840942235426165,0.13380601321976635
17,59,Model_A_xgboost,A,xgboost,20,0.8505730821167063,"{""colsample_bytree"": 0.8495086489149958, ""gamma"": 0.40016233352829106, ""learning_rate"": 0.010033052787162593, ""max_depth"": 8, ""min_child_weight"": 1, ""n_estimators"": 235, ""scale_pos_weight"": 1.5984833823811861, ""subsample"": 0.6456462844528525}",0.8534883720930232,0.777651090564428,0.7698412698412699,0.6222222222222222,0.7,0.8023255813953488,0.6588235294117647,0.4879954250643349,0.14360427680295434
17,59,Model_B_catboost,B,catboost,33,0.8767825001046476,"{""depth"": 6, ""iterations"": 211, ""l2_leaf_reg"": 2.429402914050644, ""learning_rate"": 0.17448635373214968}",0.8034883720930233,0.706125876129903,0.7777777777777778,0.7307692307692307,0.475,0.9186046511627907,0.5757575757575758,0.45274406833578495,0.17345901566534466
17,59,Model_B_lightgbm,B,lightgbm,33,0.870550338671144,"{""colsample_bytree"": 0.9646042390343581, ""learning_rate"": 0.1937857793893164, ""min_child_samples"": 39, ""n_estimators"": 281, ""num_leaves"": 44, ""reg_alpha"": 3.8539199133966195, ""reg_lambda"": 4.796771343888981, ""subsample"": 0.6152294833656631}",0.8139534883720931,0.7222887068805822,0.7936507936507936,0.6458333333333334,0.775,0.8023255813953488,0.7045454545454546,0.5533910141031936,0.16047343555589613
17,59,Model_B_random_forest,B,random_forest,33,0.853892741476634,"{""class_weight"": ""balanced"", ""max_depth"": 3, ""min_samples_leaf"": 3, ""min_samples_split"": 16, ""n_estimators"": 195}",0.8761627906976744,0.8035687559046577,0.7698412698412699,0.5932203389830508,0.875,0.7209302325581395,0.7070707070707071,0.5559186353717613,0.18174555363299122
17,59,Model_B_xgboost,B,xgboost,33,0.8563089418794116,"{""colsample_bytree"": 0.8036379916199171, ""gamma"": 0.4453421368919056, ""learning_rate"": 0.16091830668163154, ""max_depth"": 4, ""min_child_weight"": 3, ""n_estimators"": 126, ""scale_pos_weight"": 2.827218302596496, ""subsample"": 0.9230823930370987}",0.7622093023255814,0.6759842819921402,0.6825396825396826,0.5,0.625,0.7093023255813954,0.5555555555555556,0.31807301148710326,0.2127789078270197
18,60,Model_A_catboost,A,catboost,20,0.886328119549596,"{""depth"": 7, ""iterations"": 272, ""l2_leaf_reg"": 8.5145536215665, ""learning_rate"": 0.03597415930270197}",0.8421511627906976,0.7490409521822633,0.8174603174603174,0.7741935483870968,0.6,0.9186046511627907,0.676056338028169,0.5604965957481842,0.13863120762733397
18,60,Model_A_lightgbm,A,lightgbm,20,0.8761269012946865,"{""colsample_bytree"": 0.6300015607529703, ""learning_rate"": 0.047957893773625644, ""min_child_samples"": 18, ""n_estimators"": 358, ""num_leaves"": 139, ""reg_alpha"": 1.8064890511180431, ""reg_lambda"": 2.2269457548116636, ""subsample"": 0.7249932853296803}",0.8354651162790698,0.7418786596559537,0.7936507936507936,0.7058823529411765,0.6,0.8837209302325582,0.6486486486486487,0.5072718100077839,0.14381053480792658
18,60,Model_A_random_forest,A,random_forest,20,0.8799686366800461,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 8, ""min_samples_leaf"": 3, ""min_samples_split"": 8, ""n_estimators"": 111}",0.8537790697674418,0.7653447093902229,0.8015873015873016,0.6829268292682927,0.7,0.8488372093023255,0.691358024691358,0.5452822709354272,0.13627790132712453
18,60,Model_A_xgboost,A,xgboost,20,0.8535669768891245,"{""colsample_bytree"": 0.6654058762827448, ""gamma"": 0.3429862561669724, ""learning_rate"": 0.011538311141318484, ""max_depth"": 8, ""min_child_weight"": 3, ""n_estimators"": 122, ""scale_pos_weight"": 2.8579385868644938, ""subsample"": 0.6622733124812149}",0.8561046511627907,0.7627942188756304,0.7301587301587301,0.5454545454545454,0.9,0.6511627906976745,0.6792452830188679,0.5137023101222605,0.20127947119499368
18,60,Model_B_catboost,B,catboost,33,0.8918814271163265,"{""depth"": 4, ""iterations"": 212, ""l2_leaf_reg"": 9.98146691870194, ""learning_rate"": 0.20029355712689897}",0.8151162790697674,0.7260426723992425,0.7698412698412699,0.6896551724137931,0.5,0.8953488372093024,0.5797101449275363,0.43719463208313475,0.16297078952716879
18,60,Model_B_lightgbm,B,lightgbm,33,0.8772588411850156,"{""colsample_bytree"": 0.8068911166285169, ""learning_rate"": 0.29649963070107616, ""min_child_samples"": 49, ""n_estimators"": 296, ""num_leaves"": 58, ""reg_alpha"": 4.940066978535481, ""reg_lambda"": 1.0212601635477614, ""subsample"": 0.7425148319142824}",0.8412790697674418,0.750062648044039,0.7777777777777778,0.6428571428571429,0.675,0.8255813953488372,0.6585365853658537,0.4942988927246724,0.14592801432924563
18,60,Model_B_random_forest,B,random_forest,33,0.8563163059807354,"{""class_weight"": null, ""max_depth"": 7, ""min_samples_leaf"": 2, ""min_samples_split"": 19, ""n_estimators"": 387}",0.8546511627906976,0.7650479615041038,0.7857142857142857,0.6181818181818182,0.85,0.7558139534883721,0.7157894736842105,0.5686014648962336,0.15438016145502076
18,60,Model_B_xgboost,B,xgboost,33,0.8594840323028243,"{""colsample_bytree"": 0.7553126689358343, ""gamma"": 0.2451629680335882, ""learning_rate"": 0.14962116797448663, ""max_depth"": 9, ""min_child_weight"": 1, ""n_estimators"": 374, ""scale_pos_weight"": 1.5546464191494043, ""subsample"": 0.940732957988712}",0.7639534883720931,0.6704878056574367,0.6904761904761905,0.5106382978723404,0.6,0.7325581395348837,0.5517241379310345,0.32009900822732007,0.20061143467974904
19,61,Model_A_catboost,A,catboost,20,0.8866763640253573,"{""depth"": 5, ""iterations"": 381, ""l2_leaf_reg"": 5.459019812986009, ""learning_rate"": 0.010291824580583496}",0.8587209302325582,0.7540861409430474,0.8095238095238095,0.7105263157894737,0.675,0.872093023255814,0.6923076923076923,0.5548904666277648,0.1341358046056942
19,61,Model_A_lightgbm,A,lightgbm,20,0.87088811837134,"{""colsample_bytree"": 0.6403467177224064, ""learning_rate"": 0.09028722651324836, ""min_child_samples"": 46, ""n_estimators"": 396, ""num_leaves"": 128, ""reg_alpha"": 1.0783406839213006, ""reg_lambda"": 4.038939030583169, ""subsample"": 0.9812101615930235}",0.8087209302325582,0.6868553714441822,0.753968253968254,0.6285714285714286,0.55,0.8488372093023255,0.5866666666666667,0.4144958357490573,0.16750995188673654
19,61,Model_A_random_forest,A,random_forest,20,0.8780780005612221,"{""class_weight"": ""balanced"", ""max_depth"": 7, ""min_samples_leaf"": 2, ""min_samples_split"": 12, ""n_estimators"": 474}",0.8616279069767442,0.780847225512578,0.8095238095238095,0.6904761904761905,0.725,0.8488372093023255,0.7073170731707317,0.5666353160502342,0.1374426588612336
19,61,Model_A_xgboost,A,xgboost,20,0.8531981904465127,"{""colsample_bytree"": 0.6702606291034318, ""gamma"": 0.1941979352186041, ""learning_rate"": 0.01076172926440708, ""max_depth"": 7, ""min_child_weight"": 1, ""n_estimators"": 248, ""scale_pos_weight"": 1.2225293734896114, ""subsample"": 0.7641509218919392}",0.8398255813953488,0.7376852855953783,0.7777777777777778,0.65,0.65,0.8372093023255814,0.65,0.4872093023255814,0.14564349307948446
19,61,Model_B_catboost,B,catboost,33,0.8687903184547481,"{""depth"": 6, ""iterations"": 304, ""l2_leaf_reg"": 4.4846579990135105, ""learning_rate"": 0.08769601488660618}",0.8122093023255814,0.6920408735938776,0.7936507936507936,0.7692307692307693,0.5,0.9302325581395349,0.6060606060606061,0.49487534795935134,0.1663474492470914
19,61,Model_B_lightgbm,B,lightgbm,33,0.867224671754873,"{""colsample_bytree"": 0.7664774612959242, ""learning_rate"": 0.1674792618424647, ""min_child_samples"": 42, ""n_estimators"": 313, ""num_leaves"": 141, ""reg_alpha"": 0.6422720810579194, ""reg_lambda"": 1.011987228226107, ""subsample"": 0.7121230334765685}",0.7642441860465116,0.6744345324354615,0.6904761904761905,0.5111111111111111,0.575,0.7441860465116279,0.5411764705882353,0.3100804263429628,0.20060489924961059
19,61,Model_B_random_forest,B,random_forest,33,0.8593972134240591,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 11, ""min_samples_leaf"": 8, ""min_samples_split"": 15, ""n_estimators"": 52}",0.868313953488372,0.7712075570660003,0.7857142857142857,0.6181818181818182,0.85,0.7558139534883721,0.7157894736842105,0.5686014648962336,0.15362187146732717
19,61,Model_B_xgboost,B,xgboost,33,0.8570941876311003,"{""colsample_bytree"": 0.6506386055465992, ""gamma"": 0.20646228082941184, ""learning_rate"": 0.015562491500692728, ""max_depth"": 7, ""min_child_weight"": 5, ""n_estimators"": 123, ""scale_pos_weight"": 3.763177495552091, ""subsample"": 0.6211346640183862}",0.8502906976744186,0.747555905765202,0.5634920634920635,0.4157303370786517,0.925,0.3953488372093023,0.5736434108527132,0.32742098288255733,0.2748346770401484
20,62,Model_A_catboost,A,catboost,20,0.8892014756108716,"{""depth"": 5, ""iterations"": 107, ""l2_leaf_reg"": 2.223131200941938, ""learning_rate"": 0.10777547454802018}",0.8273255813953488,0.7299865689119296,0.8015873015873016,0.8,0.5,0.9418604651162791,0.6153846153846154,0.5157433957772213,0.14977372981820383
20,62,Model_A_lightgbm,A,lightgbm,20,0.8798725157785561,"{""colsample_bytree"": 0.9603704314373087, ""learning_rate"": 0.07940701166135321, ""min_child_samples"": 41, ""n_estimators"": 243, ""num_leaves"": 88, ""reg_alpha"": 0.78392005877029, ""reg_lambda"": 2.385853772567375, ""subsample"": 0.6561783181641309}",0.8148255813953488,0.6950133265131868,0.7857142857142857,0.696969696969697,0.575,0.8837209302325582,0.6301369863013698,0.4856566427884831,0.1636927242512961
20,62,Model_A_random_forest,A,random_forest,20,0.8764245660218815,"{""class_weight"": null, ""max_depth"": 14, ""min_samples_leaf"": 4, ""min_samples_split"": 3, ""n_estimators"": 84}",0.8488372093023256,0.7654410709231856,0.8015873015873016,0.6829268292682927,0.7,0.8488372093023255,0.691358024691358,0.5452822709354272,0.1410223150849014
20,62,Model_A_xgboost,A,xgboost,20,0.8432062677029121,"{""colsample_bytree"": 0.6000474269962953, ""gamma"": 0.15049271610212595, ""learning_rate"": 0.01301099766284967, ""max_depth"": 6, ""min_child_weight"": 5, ""n_estimators"": 329, ""scale_pos_weight"": 1.9250042539494945, ""subsample"": 0.6005602312268334}",0.8575581395348838,0.7722905691205061,0.7698412698412699,0.6,0.825,0.7441860465116279,0.6947368421052632,0.5342234492643116,0.15387082933268595
20,62,Model_B_catboost,B,catboost,33,0.8748149285062037,"{""depth"": 6, ""iterations"": 412, ""l2_leaf_reg"": 5.582227422627917, ""learning_rate"": 0.10623603307234028}",0.8078488372093022,0.7044078251999258,0.7777777777777778,0.75,0.45,0.9302325581395349,0.5625,0.4507365912505911,0.17024697958146776
20,62,Model_B_lightgbm,B,lightgbm,33,0.8724586098747172,"{""colsample_bytree"": 0.6989000275930326, ""learning_rate"": 0.11256386405608299, ""min_child_samples"": 46, ""n_estimators"": 460, ""num_leaves"": 69, ""reg_alpha"": 3.2380949945640416, ""reg_lambda"": 2.300919025453748, ""subsample"": 0.7355093814613317}",0.8235465116279069,0.7452436974102992,0.7698412698412699,0.6170212765957447,0.725,0.7906976744186046,0.6666666666666666,0.4963773082126449,0.16099248345318215
20,62,Model_B_random_forest,B,random_forest,33,0.8492808761265137,"{""class_weight"": ""balanced_subsample"", ""max_depth"": 3, ""min_samples_leaf"": 1, ""min_samples_split"": 14, ""n_estimators"": 212}",0.8694767441860466,0.7757414583045422,0.7619047619047619,0.5833333333333334,0.875,0.7093023255813954,0.7,0.5445894743384724,0.1721012799943087
20,62,Model_B_xgboost,B,xgboost,33,0.8521811692952632,"{""colsample_bytree"": 0.8130294860735005, ""gamma"": 0.1044082412951973, ""learning_rate"": 0.01043095880788906, ""max_depth"": 9, ""min_child_weight"": 5, ""n_estimators"": 398, ""scale_pos_weight"": 1.5199860151562101, ""subsample"": 0.7331566176589219}",0.8203488372093023,0.7366646650578843,0.7380952380952381,0.5614035087719298,0.8,0.7093023255813954,0.6597938144329897,0.4763135181916998,0.17356408391424677
